Document,Cluster
VoenObozren2016_2019_1_0148.t,2
VoenObozren2016_2019_1_0149.t,15
VoenObozren2016_2019_1_0150.t,4
VoenObozren2016_2019_1_0151.t,4
VoenObozren2016_2019_1_0152.t,4
VoenObozren2016_2019_1_0153.t,14
VoenObozren2016_2019_1_0154.t,18
VoenObozren2016_2019_1_0155.t,3
VoenObozren2016_2019_1_0156.t,10
VoenObozren2016_2019_1_0157.t,3
VoenObozren2016_2019_1_0158.t,2
VoenObozren2016_2019_1_0159.t,2
VoenObozren2016_2019_1_0160.t,12
VoenObozren2016_2019_1_0161.t,18
VoenObozren2016_2019_1_0162.t,15
VoenObozren2016_2019_1_0163.t,9
VoenObozren2016_2019_1_0164.t,15
VoenObozren2016_2019_1_0165.t,10
VoenObozren2016_2019_1_0166.t,9
VoenObozren2016_2019_1_0167.t,8
VoenObozren2016_2019_1_0168.t,11
VoenObozren2016_2019_1_0169.t,10
VoenObozren2016_2019_1_0170.t,16
VoenObozren2016_2019_1_0171.t,0
VoenObozren2016_2019_1_0172.t,10
VoenObozren2016_2019_1_0173.t,2
VoenObozren2016_2019_1_0174.t,13
VoenObozren2016_2019_1_0175.t,14
VoenObozren2016_2019_1_0176.t,4
VoenObozren2016_2019_1_0177.t,6
VoenObozren2016_2019_1_0178.t,18
VoenObozren2016_2019_1_0179.t,9
VoenObozren2016_2019_1_0180.t,10
VoenObozren2016_2019_1_0181.t,4
VoenObozren2016_2019_1_0182.t,2
VoenObozren2016_2019_1_0183.t,12
VoenObozren2016_2019_1_0184.t,1
VoenObozren2016_2019_1_0185.t,9
VoenObozren2016_2019_1_0186.t,3
VoenObozren2016_2019_1_0187.t,17
VoenObozren2016_2019_1_0188.t,3
VoenObozren2016_2019_1_0189.t,18
VoenObozren2016_2019_1_0190.t,15
VoenObozren2016_2019_1_0191.t,12
VoenObozren2016_2019_1_0192.t,9
VoenObozren2016_2019_1_0193.t,4
VoenObozren2016_2019_1_0194.t,10
VoenObozren2016_2019_1_0195.t,3
VoenObozren2016_2019_1_0196.t,2
VoenObozren2016_2019_1_0197.t,2
VoenObozren2016_2019_1_0198.t,2
VoenObozren2016_2019_1_0199.t,3
VoenObozren2016_2019_1_0200.t,14
VoenObozren2016_2019_1_0201.t,6
VoenObozren2016_2019_1_0202.t,6
VoenObozren2016_2019_1_0203.t,4
VoenObozren2016_2019_1_0204.t,1
VoenObozren2016_2019_1_0205.t,18
VoenObozren2016_2019_1_0206.t,16
VoenObozren2016_2019_1_0207.t,2
VoenObozren2016_2019_1_0208.t,4
VoenObozren2016_2019_1_0209.t,1
VoenObozren2016_2019_1_0210.t,1
VoenObozren2016_2019_1_0211.t,16
VoenObozren2016_2019_1_0212.t,2
VoenObozren2016_2019_1_0213.t,16
VoenObozren2016_2019_1_0214.t,13
VoenObozren2016_2019_1_0215.t,16
VoenObozren2016_2019_1_0216.t,10
VoenObozren2016_2019_1_0217.t,12
VoenObozren2016_2019_1_0218.t,15
VoenObozren2016_2019_1_0219.t,10
VoenObozren2016_2019_1_0220.t,18
VoenObozren2016_2019_1_0221.t,15
VoenObozren2016_2019_1_0222.t,14
VoenObozren2016_2019_1_0223.t,15
VoenObozren2016_2019_1_0224.t,3
VoenObozren2016_2019_1_0225.t,7
VoenObozren2016_2019_1_0226.t,4
VoenObozren2016_2019_1_0227.t,1
VoenObozren2016_2019_1_0228.t,3
VoenObozren2016_2019_1_0229.t,9
VoenObozren2016_2019_1_0230.t,18
VoenObozren2016_2019_1_0231.t,10
VoenObozren2016_2019_1_0232.t,5
VoenObozren2016_2019_1_0233.t,9
VoenObozren2016_2019_1_0234.t,12
VoenObozren2016_2019_1_0235.t,14
VoenObozren2016_2019_1_0236.t,13
VoenObozren2016_2019_1_0237.t,3
VoenObozren2016_2019_1_0238.t,9
VoenObozren2016_2019_1_0239.t,9
VoenObozren2016_2019_1_0240.t,10
VoenObozren2016_2019_1_0241.t,12
VoenObozren2016_2019_1_0242.t,10
VoenObozren2016_2019_1_0243.t,11
VoenObozren2016_2019_1_0244.t,12
VoenObozren2016_2019_1_0245.t,12
VoenObozren2016_2019_1_0246.t,2
VoenObozren2016_2019_1_0247.t,12
VoenObozren2016_2019_1_0248.t,2
VoenObozren2016_2019_1_0249.t,14
VoenObozren2016_2019_1_0250.t,1
VoenObozren2016_2019_1_0251.t,4
VoenObozren2016_2019_1_0252.t,13
VoenObozren2016_2019_1_0253.t,3
VoenObozren2016_2019_1_0254.t,4
VoenObozren2016_2019_1_0256.t,10
VoenObozren2016_2019_1_0257.t,13
VoenObozren2016_2019_1_0258.t,14
VoenObozren2016_2019_1_0259.t,14
VoenObozren2016_2019_1_0260.t,18
VoenObozren2016_2019_1_0261.t,3
VoenObozren2016_2019_1_0262.t,9
VoenObozren2016_2019_1_0263.t,4
VoenObozren2016_2019_1_0264.t,3
VoenObozren2016_2019_1_0265.t,10
VoenObozren2016_2019_1_0266.t,10
VoenObozren2016_2019_1_0267.t,18
VoenObozren2016_2019_1_0268.t,10
VoenObozren2016_2019_1_0269.t,18
VoenObozren2016_2019_1_0270.t,12
VoenObozren2016_2019_1_0271.t,10
VoenObozren2016_2019_1_0272.t,13
VoenObozren2016_2019_1_0273.t,16
VoenObozren2016_2019_1_0274.t,18
VoenObozren2016_2019_1_0275.t,16
VoenObozren2016_2019_1_0276.t,16
VoenObozren2016_2019_1_0277.t,12
VoenObozren2016_2019_1_0278.t,2
VoenObozren2016_2019_1_0279.t,9
VoenObozren2016_2019_1_0280.t,15
VoenObozren2016_2019_1_0281.t,18
VoenObozren2016_2019_1_0282.t,18
VoenObozren2016_2019_1_0283.t,12
VoenObozren2016_2019_1_0284.t,4
VoenObozren2016_2019_1_0285.t,15
VoenObozren2016_2019_1_0286.t,12
VoenObozren2016_2019_1_0287.t,2
VoenObozren2016_2019_1_0288.t,18
VoenObozren2016_2019_1_0289.t,14
VoenObozren2016_2019_1_0290.t,2
VoenObozren2016_2019_1_0291.t,18
VoenObozren2016_2019_1_0292.t,12
VoenObozren2016_2019_1_0293.t,13
VoenObozren2016_2019_1_0294.t,19
VoenObozren2016_2019_1_0295.t,10
VoenObozren2016_2019_1_0296.t,1
VoenObozren2016_2019_1_0297.t,2
VoenObozren2016_2019_1_0298.t,12
VoenObozren2016_2019_1_0299.t,1
VoenObozren2016_2019_1_0300.t,10
VoenObozren2016_2019_1_0301.t,15
VoenObozren2016_2019_1_0302.t,14
VoenObozren2016_2019_1_0303.t,15
VoenObozren2016_2019_1_0304.t,2
VoenObozren2016_2019_1_0305.t,15
VoenObozren2016_2019_1_0306.t,4
VoenObozren2016_2019_1_0307.t,14
VoenObozren2016_2019_1_0308.t,4
VoenObozren2016_2019_1_0309.t,2
VoenObozren2016_2019_1_0310.t,1
VoenObozren2016_2019_1_0311.t,4
VoenObozren2016_2019_1_0312.t,5
VoenObozren2016_2019_1_0313.t,15
VoenObozren2016_2019_1_0314.t,9
VoenObozren2016_2019_1_0315.t,10
VoenObozren2016_2019_1_0316.t,15
VoenObozren2016_2019_1_0317.t,10
VoenObozren2016_2019_1_0318.t,1
VoenObozren2016_2019_1_0319.t,8
VoenObozren2016_2019_1_0320.t,14
VoenObozren2016_2019_1_0321.t,10
VoenObozren2016_2019_1_0322.t,0
VoenObozren2016_2019_1_0323.t,16
VoenObozren2016_2019_1_0324.t,3
VoenObozren2016_2019_1_0325.t,16
VoenObozren2016_2019_1_0326.t,2
VoenObozren2016_2019_1_0327.t,16
VoenObozren2016_2019_1_0328.t,2
VoenObozren2016_2019_1_0329.t,10
VoenObozren2016_2019_1_0330.t,3
VoenObozren2016_2019_1_0331.t,4
VoenObozren2016_2019_1_0332.t,3
VoenObozren2016_2019_1_0333.t,17
VoenObozren2016_2019_1_0334.t,4
VoenObozren2016_2019_1_0335.t,11
VoenObozren2016_2019_1_0336.t,2
VoenObozren2016_2019_1_0337.t,2
VoenObozren2016_2019_1_0338.t,12
VoenObozren2016_2019_1_0339.t,4
VoenObozren2016_2019_1_0340.t,18
VoenObozren2016_2019_1_0341.t,1
VoenObozren2016_2019_1_0342.t,4
VoenObozren2016_2019_1_0343.t,14
VoenObozren2016_2019_1_0344.t,6
VoenObozren2016_2019_1_0345.t,9
VoenObozren2016_2019_1_0346.t,10
VoenObozren2016_2019_1_0347.t,0
VoenObozren2016_2019_1_0348.t,3
VoenObozren2016_2019_1_0349.t,16
VoenObozren2016_2019_1_0350.t,13
VoenObozren2016_2019_1_0351.t,16
VoenObozren2016_2019_1_0352.t,3
VoenObozren2016_2019_1_0353.t,3
VoenObozren2016_2019_1_0354.t,3
VoenObozren2016_2019_1_0355.t,3
VoenObozren2016_2019_1_0356.t,3
VoenObozren2016_2019_1_0357.t,3
VoenObozren2016_2019_1_0358.t,3
VoenObozren2016_2019_1_0359.t,13
VoenObozren2016_2019_1_0360.t,13
VoenObozren2016_2019_1_0361.t,3
VoenObozren2016_2019_1_0362.t,12
VoenObozren2016_2019_1_0363.t,3
VoenObozren2016_2019_1_0364.t,1
VoenObozren2016_2019_1_0365.t,6
VoenObozren2016_2019_1_0366.t,3
VoenObozren2016_2019_1_0367.t,0
